epoch,loss,mean_squared_error,val_loss,val_mean_squared_error
0,0.38660762553730593,0.38660762553730593,0.06398486179039553,0.06398486179039553
1,0.22612409917017762,0.22612409917017762,0.024179842634904046,0.024179842634904046
2,0.17545561773609453,0.17545561773609453,0.024613120327831257,0.024613120327831257
3,0.14343847158140294,0.14343847158140294,0.012037689359537003,0.012037689359537003
4,0.12753675877626053,0.12753675877626053,0.01007150326464458,0.01007150326464458
5,0.12023795782587836,0.12023795782587836,0.011438563560943579,0.011438563560943579
6,0.11419290593788131,0.11419290593788131,0.00972694754833006,0.00972694754833006
7,0.10414293810103627,0.10414293810103627,0.009843878752288728,0.009843878752288728
8,0.11021631283935653,0.11021631283935653,0.010310567601153196,0.010310567601153196
9,0.09422126037659428,0.09422126037659428,0.009285914398198066,0.009285914398198066
10,0.10035665613769401,0.10035665613769401,0.009039180986794739,0.009039180986794739
11,0.0876203282020552,0.0876203282020552,0.010177511825504526,0.010177511825504526
12,0.08042624435755885,0.08042624435755885,0.008110849339114334,0.008110849339114334
13,0.08237048937658199,0.08237048937658199,0.00922028134736392,0.00922028134736392
14,0.07434772459869332,0.07434772459869332,0.009242492607674442,0.009242492607674442
15,0.07268705527139123,0.07268705527139123,0.009072692608237043,0.009072692608237043
16,0.07692964795971721,0.07692964795971721,0.014976177392293233,0.014976177392293233
17,0.06726344607147451,0.06726344607147451,0.007734072959965078,0.007734072959965078
18,0.0685037424100198,0.0685037424100198,0.008250811113661306,0.008250811113661306
19,0.062148830586088305,0.062148830586088305,0.008546659602138965,0.008546659602138965
20,0.059371608788527507,0.059371608788527507,0.008791720289633856,0.008791720289633856
21,0.06012625278682604,0.06012625278682604,0.009327420666457262,0.009327420666457262
22,0.058798292889437304,0.058798292889437304,0.006733685222308588,0.006733685222308588
23,0.054525382469318096,0.054525382469318096,0.00726618159811611,0.00726618159811611
24,0.05298440839174858,0.05298440839174858,0.007586964402489739,0.007586964402489739
25,0.053966987951329,0.053966987951329,0.006865965079109068,0.006865965079109068
26,0.0504204721820058,0.0504204721820058,0.007140755329175164,0.007140755329175164
27,0.05027043469668811,0.05027043469668811,0.005000754305848142,0.005000754305848142
28,0.04749377362762451,0.04749377362762451,0.005963756520963238,0.005963756520963238
29,0.04857318388534647,0.04857318388534647,0.005567441083695012,0.005567441083695012
30,0.048744110302005594,0.048744110302005594,0.005860293775415132,0.005860293775415132
31,0.04825408606504879,0.04825408606504879,0.005254106701602711,0.005254106701602711
32,0.047212881355918966,0.047212881355918966,0.005330346811208986,0.005330346811208986
33,0.04467908026186703,0.04467908026186703,0.0048851314878357605,0.0048851314878357605
34,0.04477059698451652,0.04477059698451652,0.003577335976200897,0.003577335976200897
35,0.044761471568340885,0.044761471568340885,0.0030930807099996804,0.0030930807099996804
36,0.04396441263590035,0.04396441263590035,0.0040932310247033775,0.0040932310247033775
37,0.04289925089735283,0.04289925089735283,0.003133394705562002,0.003133394705562002
38,0.04222435600195669,0.04222435600195669,0.00411067305801523,0.00411067305801523
39,0.0403639101214136,0.0403639101214136,0.0033786460220101974,0.0033786460220101974
40,0.040456826484075274,0.040456826484075274,0.003541299488523754,0.003541299488523754
41,0.04000004773264102,0.04000004773264102,0.003919082040885916,0.003919082040885916
42,0.03963980326510809,0.03963980326510809,0.004318486040618198,0.004318486040618198
43,0.03823321681901882,0.03823321681901882,0.0046035409558916815,0.0046035409558916815
44,0.0376089770284827,0.0376089770284827,0.003282467330534671,0.003282467330534671
45,0.03912299230877707,0.03912299230877707,0.003615047729958,0.003615047729958
46,0.03681696010333966,0.03681696010333966,0.0036124833103065874,0.0036124833103065874
47,0.03781407418320612,0.03781407418320612,0.0030950627645163716,0.0030950627645163716
48,0.03658939146756567,0.03658939146756567,0.005294048080190054,0.005294048080190054
49,0.03818444797452303,0.03818444797452303,0.003068303617256534,0.003068303617256534
50,0.035091255179392974,0.035091255179392974,0.002597096001398302,0.002597096001398302
51,0.034693003547105646,0.034693003547105646,0.0031006976142462744,0.0031006976142462744
52,0.03473001557716504,0.03473001557716504,0.0030841158462447805,0.0030841158462447805
53,0.03433226504605355,0.03433226504605355,0.0028365757924647215,0.0028365757924647215
54,0.03404330627328741,0.03404330627328741,0.0026037298835895803,0.0026037298835895803
55,0.032762365357623835,0.032762365357623835,0.002531215775796134,0.002531215775796134
56,0.03235417349114958,0.03235417349114958,0.003028692792197018,0.003028692792197018
57,0.03258062562713878,0.03258062562713878,0.0031000820312186844,0.0031000820312186844
58,0.03273873783656686,0.03273873783656686,0.002724636783183611,0.002724636783183611
59,0.033422490509387004,0.033422490509387004,0.002533346539240557,0.002533346539240557
60,0.031908624248029045,0.031908624248029045,0.003019025256812178,0.003019025256812178
61,0.030169965225098787,0.030169965225098787,0.002503810043505452,0.002503810043505452
62,0.03137319470397501,0.03137319470397501,0.002994525926460319,0.002994525926460319
63,0.030563130944416938,0.030563130944416938,0.002979063634150983,0.002979063634150983
64,0.029736240709424808,0.029736240709424808,0.002966673319404889,0.002966673319404889
65,0.02945709742993122,0.02945709742993122,0.002985299936998789,0.002985299936998789
66,0.028946286539004665,0.028946286539004665,0.0032652996979250404,0.0032652996979250404
67,0.028546338639527605,0.028546338639527605,0.003881302242766501,0.003881302242766501
68,0.02894942723122631,0.02894942723122631,0.0028560301252691825,0.0028560301252691825
69,0.027993337668917255,0.027993337668917255,0.0029097413655993455,0.0029097413655993455
70,0.02861015717007339,0.02861015717007339,0.0027652470290614713,0.0027652470290614713
71,0.02809152434460141,0.02809152434460141,0.003283999583407028,0.003283999583407028
72,0.027101352813965262,0.027101352813965262,0.003397619461998352,0.003397619461998352
73,0.02754480273274622,0.02754480273274622,0.003337426595860049,0.003337426595860049
74,0.02729872530892283,0.02729872530892283,0.0032148783686172283,0.0032148783686172283
75,0.026428406847321173,0.026428406847321173,0.0029857899679371657,0.0029857899679371657
76,0.02709556166327551,0.02709556166327551,0.003516354492570794,0.003516354492570794
77,0.025759249721934198,0.025759249721934198,0.003249255772599637,0.003249255772599637
78,0.026440174101605894,0.026440174101605894,0.0033569817150108845,0.0033569817150108845
79,0.025691501524067812,0.025691501524067812,0.0031394753932873173,0.0031394753932873173
80,0.025120385153801782,0.025120385153801782,0.003361357754154422,0.003361357754154422
81,0.024972479267363915,0.024972479267363915,0.003351527845090907,0.003351527845090907
82,0.02588613301006264,0.02588613301006264,0.0030661018333864865,0.0030661018333864865
83,0.025529648443233733,0.025529648443233733,0.0029440359932187995,0.0029440359932187995
84,0.024488915526393082,0.024488915526393082,0.0028452618873864135,0.0028452618873864135
85,0.024505310245158275,0.024505310245158275,0.0028302719415929,0.0028302719415929
86,0.0245625747572708,0.0245625747572708,0.0030584549161643292,0.0030584549161643292
87,0.023242046942996974,0.023242046942996974,0.002984056131185002,0.002984056131185002
88,0.023781039664377432,0.023781039664377432,0.0032639520839919467,0.0032639520839919467
89,0.022413471169951175,0.022413471169951175,0.0032798953038586484,0.0032798953038586484
90,0.02231435329743912,0.02231435329743912,0.0034197518705493873,0.0034197518705493873
91,0.023433594419884025,0.023433594419884025,0.002723243099328986,0.002723243099328986
92,0.022800739870629468,0.022800739870629468,0.0032262700382975286,0.0032262700382975286
93,0.0231102400402394,0.0231102400402394,0.002854393715424849,0.002854393715424849
94,0.022143376894645385,0.022143376894645385,0.0028273176795410764,0.0028273176795410764
95,0.02238449403642647,0.02238449403642647,0.003237058814220318,0.003237058814220318
96,0.02179512155479109,0.02179512155479109,0.0027215328160533543,0.0027215328160533543
97,0.021539881256071126,0.021539881256071126,0.0030574481107952496,0.0030574481107952496
98,0.021199243091167753,0.021199243091167753,0.003126617488797402,0.003126617488797402
99,0.020785737701122017,0.020785737701122017,0.0028597729095480163,0.0028597729095480163
100,0.021536174962491387,0.021536174962491387,0.0028983695203034267,0.0028983695203034267
101,0.020376048697015956,0.020376048697015956,0.002804439551976241,0.002804439551976241
102,0.02167539896686776,0.02167539896686776,0.0029900951099749123,0.0029900951099749123
103,0.02045291475207504,0.02045291475207504,0.002824421042767661,0.002824421042767661
104,0.02075461053267324,0.02075461053267324,0.003512508286825345,0.003512508286825345
105,0.02078143438321754,0.02078143438321754,0.003097339646713165,0.003097339646713165
106,0.019316815469511032,0.019316815469511032,0.0030221181226664923,0.0030221181226664923
107,0.01899031712468519,0.01899031712468519,0.0027647946337021204,0.0027647946337021204
108,0.01987868816318391,0.01987868816318391,0.0028247092480372005,0.0028247092480372005
109,0.01936012574315551,0.01936012574315551,0.0028318449708545027,0.0028318449708545027
110,0.019928470536083456,0.019928470536083456,0.0029219006144164785,0.0029219006144164785
111,0.019178730906282058,0.019178730906282058,0.002688212503746219,0.002688212503746219
112,0.019802383577947533,0.019802383577947533,0.00307030134704824,0.00307030134704824
113,0.01875112084075349,0.01875112084075349,0.002933584540261182,0.002933584540261182
114,0.019269255219852194,0.019269255219852194,0.0028801364431754817,0.0028801364431754817
115,0.01933961195531788,0.01933961195531788,0.0029945422341755533,0.0029945422341755533
116,0.01865786506511199,0.01865786506511199,0.0028753292372075464,0.0028753292372075464
117,0.018471849271194378,0.018471849271194378,0.002697305103317155,0.002697305103317155
118,0.018230171422948128,0.018230171422948128,0.003537263016486694,0.003537263016486694
119,0.01753490580892985,0.01753490580892985,0.003165603896942795,0.003165603896942795
120,0.017512924988825933,0.017512924988825933,0.0027782889787462896,0.0027782889787462896
121,0.016596762003824518,0.016596762003824518,0.0026948908865245553,0.0026948908865245553
122,0.01768588432952517,0.01768588432952517,0.003621953816517388,0.003621953816517388
123,0.01772408112571252,0.01772408112571252,0.0033245712190334386,0.0033245712190334386
124,0.016937239923586735,0.016937239923586735,0.0028101824246150827,0.0028101824246150827
125,0.01664925545502484,0.01664925545502484,0.0034416596175436426,0.0034416596175436426
