epoch,loss,val_loss
0,0.19641117623014087,0.07206461584201088
1,0.12170376353255392,0.04107840744045762
2,0.106544267081642,0.03130514914164314
3,0.0967549413490599,0.027766762413196377
4,0.09216724748347695,0.029220231643712916
5,0.08671517057143507,0.023855004705734796
6,0.08463006185110453,0.02193669765605941
7,0.08298515299437231,0.02417109628395365
8,0.08142854513337765,0.021188259091194685
9,0.07969477776052736,0.02273021312290663
10,0.07807467550119453,0.026376902025092294
11,0.07805265312940635,0.021940457687766344
12,0.07699103664841565,0.022354717274104152
13,0.07605104079569694,0.020448837644635915
14,0.07765685777350784,0.0209036319720763
15,0.07588107813080709,0.022754728159232362
16,0.07445036217326005,0.019643241243140475
17,0.07567399225527577,0.02096862057307819
18,0.0755263996105836,0.021339893293519457
19,0.07688829443559747,0.02490403098208052
20,0.07627524700868377,0.026199625301602726
21,0.07591510007094802,0.024833983322185976
22,0.07535932144249793,0.02113929386152788
23,0.07518225132465833,0.028096459571037208
24,0.07627262147081454,0.02039524281884099
25,0.0742136783006839,0.027987578399926872
26,0.07329144792510346,0.02191927578221928
27,0.07499475982431428,0.024323370763556555
28,0.0757926255115555,0.020781372385742788
29,0.07656663775466933,0.02049865955682667
30,0.0750387447374872,0.02207259320047077
31,0.07404281894031489,0.022794185086033186
32,0.07549875302314278,0.024645558924780594
33,0.07637155433436582,0.021670003122350835
34,0.07408662841693554,0.024041223845950834
35,0.07504198110299701,0.02339567744953407
36,0.07570478121574126,0.020940874219388218
37,0.07393830152796825,0.021445653644633723
38,0.07509410714038485,0.01986491994221916
39,0.07511618659243807,0.02084351821548051
40,0.07457226342334498,0.024217251710616075
41,0.07512547009684048,0.027426373409303102
42,0.07611685165823104,0.02071364586697416
43,0.0766033772586378,0.02294567013970456
44,0.07418293682069692,0.02435181104765461
45,0.07599350999137462,0.019530144791390088
46,0.0749035008163872,0.021595146599317994
47,0.07497415439271607,0.021183853096387407
48,0.07405968275446585,0.02309458764331477
49,0.07455354131889633,0.021518547009598387
50,0.07326635624893015,0.02068104627668052
51,0.07615359986604049,0.025205485195525595
52,0.07505246889821447,0.022128203399926872
53,0.07412452823731593,0.020705784858391807
54,0.07708867323677353,0.02189545418966461
55,0.07567735917880954,0.025471182937199646
56,0.07352448368643669,0.021537560248025903
57,0.07458967050740732,0.02260628897226877
58,0.07461654866068043,0.019562527542939415
59,0.07372092577066235,0.021109540373444917
60,0.07454154107694848,0.022679477586066938
61,0.07419255015002742,0.023270034069033177
62,0.07458009963133565,0.020785136374871473
63,0.07490269470342882,0.02361228747724055
64,0.07474002316523233,0.024210361668744962
65,0.07375012265430649,0.023170601755559624
66,0.0726061073497013,0.020271321859311412
67,0.07459412590716225,0.023654302864617952
68,0.07421897223593768,0.021305976645299443
69,0.07475525981801895,0.022835335557211983
70,0.07683982664337098,0.02266401659093193
71,0.07406651689835596,0.019240684443721186
72,0.07330624507181878,0.022093198952955886
73,0.0759271805293322,0.02084180522519905
74,0.07428248400187751,0.02490504225855833
75,0.07594630015392462,0.022936041279508546
76,0.07618343695962201,0.022074377964119294
77,0.07519135036652516,0.02086558022645411
78,0.07293251996599114,0.0212561089668546
79,0.0755624854659769,0.023904665292159573
80,0.07542157693983023,0.02308265070008623
81,0.07477184041215579,0.01873674192228117
82,0.0747702674840573,0.024935061207136233
83,0.07374091032386144,0.02331263797956186
84,0.07414426045955942,0.021565303578413464
85,0.07391986204226046,0.023776420008939307
86,0.07503679828707535,0.023779963864735118
87,0.07480870526384044,0.01933857891428936
88,0.07447097935412339,0.021296848763932695
89,0.07427794882261647,0.01998767232684581
90,0.07578569392718046,0.02794962660507397
91,0.0748193502976366,0.021405247238663223
92,0.0733483537427919,0.02245197301680172
93,0.07401836004667407,0.020532416437078524
94,0.0728213946355944,0.02134020813928173
95,0.07397647030078448,0.01979753356035407
96,0.07420804351786346,0.01829529398711057
97,0.07548643040221231,0.018110216536500433
98,0.07516317324217867,0.024678121292935656
99,0.07454670390886757,0.023533405280216142
100,0.07469587499406814,0.021035003512202798
101,0.07417895666033975,0.01993775993093356
102,0.07333505161235825,0.020136219466121884
103,0.07314350256456544,0.0259338526290145
104,0.07233797841568577,0.021788164892152802
105,0.07386130915302654,0.02529720291103776
106,0.07547392768750322,0.017965533421025262
107,0.07419036268822024,0.020420835543614072
108,0.07329635137479014,0.020078582929687814
109,0.07418798672789638,0.023367622291093116
110,0.07461380272583487,0.02306438849360735
111,0.07313477112989007,0.021143300380479468
112,0.07618523445649752,0.019950985265252467
113,0.07643200340713156,0.01960584214208899
114,0.07389830159106428,0.0219432715404857
115,0.07676568022471549,0.019259452313609846
116,0.0758520945146476,0.024095511251316593
117,0.07464592099082877,0.020967418918044895
118,0.07488392044873317,0.022983821908811906
119,0.0738714445710361,0.021373362425860163
120,0.07314848946847094,0.02006675667960096
121,0.07476139814479542,0.02522943419188977
122,0.07683624112003153,0.02183280662876797
123,0.07299307400180342,0.019254777890940506
124,0.07452005079851914,0.019655572214127483
125,0.07377925019651,0.01930726351993936
126,0.07699143929454852,0.01944610409651164
127,0.07402422671497833,0.018843706383987947
128,0.07313159797598291,0.02161081660785027
129,0.0751006627785403,0.02021268648640798
130,0.0748622431996115,0.02147953936902879
131,0.07656711742526214,0.01892847383769604
132,0.07346092132261318,0.019555768104376377
133,0.07402723276509025,0.021602735423983575
134,0.07264981305777857,0.021990662502186436
135,0.07442391241637442,0.021666234697553667
136,0.07369105416218306,0.01926055871084467
137,0.07524532619213466,0.022545544654354675
138,0.07419519608497209,0.019292489071754185
139,0.07497609608692768,0.01875533120757019
140,0.0745771107381991,0.025007135620726657
141,0.07475663440835464,0.02076238802950214
142,0.07232585682955683,0.024931393393144773
143,0.07467643406714099,0.02209632886803007
144,0.07306541875181995,0.021137121712436546
145,0.07498665185335622,0.02013271548100062
146,0.07494274917931348,0.02411704068561574
147,0.0745508677623269,0.0218521451057346
148,0.07302616147619866,0.02162984193109714
149,0.07509217233644706,0.019665625589611654
150,0.07256120094168018,0.01950197734565169
