epoch,loss,val_loss
151,0.07563444582345584,0.020255333517451544
152,0.0735057671001237,0.02632877331048071
153,0.07373383646818783,0.019521223204965528
154,0.0731339460949218,0.027211766150240246
155,0.07356471305233593,0.01906542434124975
156,0.07602204964266142,0.020732254799533712
157,0.07360903582368206,0.02031122444773669
158,0.075469707144085,0.024401061329151597
159,0.07445059691808073,0.025041298370237823
160,0.07399771312756236,0.02054246517832394
161,0.07453937809114107,0.020140652866424382
162,0.07486063275658822,0.020920047125367967
163,0.07421912495048218,0.019510294610002376
164,0.0744181727220393,0.022414498003171728
165,0.07444669770228604,0.01916987574505466
166,0.0746254968904556,0.01901833915540406
167,0.0737998148375018,0.025891691496646083
168,0.07392615128466948,0.018395322881213896
169,0.07517785807151418,0.020515860489068984
170,0.07440402180317432,0.019972487349991686
171,0.07337325014414467,0.02390400285891316
172,0.07299277672810915,0.02002381721606573
173,0.07581990656466729,0.02118719584244239
174,0.07494100840866003,0.019989829577572713
175,0.07507907245385867,0.027103536228115135
176,0.07294178228575306,0.018975585584414076
177,0.0724135081693481,0.02280040964898136
178,0.07513355479379995,0.02161392144993082
179,0.07554303381674105,0.022420534329886013
180,0.07463007851069654,0.01828776209058615
181,0.07473707647587495,0.022135689166617824
182,0.07487861713522534,0.0184462815411277
183,0.07380786944789566,0.018539651048120793
184,0.07425806120644418,0.022803792886592605
185,0.07396816749902514,0.020991016931652843
186,0.07462176083258765,0.020233867298420128
187,0.07399861323927695,0.023890776335969345
188,0.07443502055531381,0.018471198402591295
189,0.0756652586675773,0.01994427075391417
190,0.0740850969717154,0.020862698306080635
191,0.07335723052963518,0.022345774365147134
192,0.07434358959346148,0.021233130198855837
193,0.07562349484879656,0.020067970103419222
194,0.07679013594723805,0.01908846896466192
195,0.07481499536674979,0.018732213018064922
196,0.07432034731643061,0.017893925476987083
197,0.0752126079126031,0.020877252573387937
198,0.07401811631567777,0.020491374027286027
199,0.0752585102672926,0.017724490240663738
