epoch,loss,mean_squared_error,val_loss,val_mean_squared_error
0,1.763485354673372,0.16099217603231797,1.2977008576149698,0.009865436377362124
1,1.1761563265865158,0.1270795762848296,0.840988029946794,0.00975053374029856
0,1.6408539473604757,0.21010196120122737,1.0198045467829202,0.009766479330532415
1,0.8800980851860161,0.1554213291442949,0.49772472863082773,0.014870588747398541
2,0.4847871420071623,0.13706284405449984,0.2497504166028163,0.012748106449210385
3,0.2992441209646197,0.11259899733035018,0.14782811356736375,0.011161992948658921
4,0.20339098616028692,0.0889097425630239,0.09142195699630198,0.006883541353336359
5,0.1498190994049108,0.07703153892904673,0.060177425789582475,0.006151794426404667
6,0.11936976221586176,0.07084335598994837,0.04514737851224146,0.009338856766324814
7,0.09956425680814843,0.0659371425446704,0.032255921591151586,0.007491182178600101
8,0.08951520986545838,0.06278738004079727,0.02428543817688216,0.0043295428182023605
9,0.08332595173227249,0.05948306351460035,0.04469871313476169,0.022074575969101944
10,0.07737804876184695,0.055353613050651396,0.024412497234818812,0.005826088905144992
11,0.07628197362111375,0.0547439231488409,0.04034457948092405,0.02091667427214327
12,0.07110618240545097,0.05087446867639853,0.02346601539120839,0.005479310074605764
13,0.0712209949633204,0.050683107557102265,0.033443124327170955,0.01492904409187267
14,0.07150367311907008,0.0507082200747452,0.03401223616534704,0.015182919207367453
15,0.06660000942601106,0.04643379557273302,0.03908370869855086,0.02155975661276876
16,0.06323199098626979,0.044617667706739306,0.040949014723077194,0.022855900781782897
17,0.0631422720656474,0.043725814870828265,0.04089370552260239,0.0227321736666992
18,0.060519095561230925,0.04155621217214204,0.031151590947140085,0.014864108069343967
19,0.0594853858271176,0.04024266368716798,0.033593990596699284,0.016969727451546682
20,0.057425875602257176,0.03867243221024868,0.034287184661438874,0.018032194429158314
21,0.05874817585473763,0.03909388153338609,0.03686071808139483,0.0191760950654678
22,0.056703591321329246,0.03760676271623842,0.020653060500372994,0.004495470216861358
23,0.05590231461454684,0.036878542849476524,0.030436720760600704,0.013154700856764909
24,0.05400520874266284,0.0355473890091882,0.03389595492040968,0.01651669585274661
25,0.05363683674675623,0.0348096122838909,0.04034406356737241,0.023389011511003022
26,0.051826897509080344,0.03331023663267944,0.032472690550593646,0.011186564395025193
27,0.051695873130753356,0.03339751963555122,0.033634366915077415,0.014950166294363805
28,0.05190279069299022,0.0329741283363788,0.042071465184693936,0.024490876440741906
29,0.05078416890713862,0.032079276738433825,0.035148757009266375,0.015533308425146315
30,0.050217366456649565,0.03172064671101838,0.033438500693744724,0.01390597894270387
31,0.049227172824979695,0.03146432959754436,0.041011686428441656,0.0246399349977707
32,0.04741465160640234,0.030067796284984655,0.03132367709109017,0.013304885568421658
33,0.048197886610119686,0.030595769468762544,0.039661241079996655,0.023632027969525026
34,0.046641574624915215,0.029624349885013314,0.03568398954162189,0.020884450905405364
35,0.046581051600242895,0.029414197786852322,0.029979401735124644,0.01239283591810916
36,0.04494763349986487,0.028343483000240994,0.03188946174720565,0.014739526133682276
37,0.04512066430871862,0.02830469140667142,0.031017854709077527,0.014144333739493703
38,0.044450253259938906,0.02766492410597628,0.03707504783709486,0.021934586013569398
39,0.04398050018225836,0.027881059385987447,0.03214158683836281,0.016834404857901927
40,0.04500747720055129,0.028090800496465406,0.03019545995840081,0.015112403530960303
41,0.042460964299688785,0.02618384970649282,0.032040283883790356,0.01675572945993651
42,0.04247676567211644,0.026744707615092185,0.03540018354137023,0.019584484606024785
43,0.04162068211601741,0.025775794424593077,0.02640595934815235,0.009643672609578696
44,0.042001174237847126,0.026149432362141588,0.03598788736371307,0.021341611958436063
45,0.04103171411668047,0.02550735997076248,0.03456941777252936,0.01930985310081359
